Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Enabled LML Repair - North Seattle,Current Quantity LML Repair - North Seattle,New Quantity LML Repair - North Seattle,Stock Alert Enabled LML Repair - North Seattle,Stock Alert Count LML Repair - North Seattle,Price LML Repair - North Seattle,Enabled LML Repair - Seattle,Current Quantity LML Repair - Seattle,New Quantity LML Repair - Seattle,Stock Alert Enabled LML Repair - Seattle,Stock Alert Count LML Repair - Seattle,Price LML Repair - Seattle,Enabled LML Repair - West Seattle,Current Quantity LML Repair - West Seattle,New Quantity LML Repair - West Seattle,Stock Alert Enabled LML Repair - West Seattle,Stock Alert Count LML Repair - West Seattle,Price LML Repair - West Seattle,Modifier Set - Add Ons
BGCLN7JHHWKVMMTRCS5X4RUK,Samsung Galaxy A25 5G (A256 / 2023) Screen | Repair Kit,Regular,,"<p><em>This kit includes a high-quality replacement screen, essential tools, and adhesive, perfect for DIY repairs of cracked or damaged screens. Designed specifically for the Samsung Galaxy A25 5G (A256 / 2023), it ensures a perfect fit and restores your device&#39;s functionality. Clear instructions make the repair process straightforward, saving you time and money on professional services.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This kit includes a high-quality replacement screen, essential tools, and adhesive, perfect for DIY repairs of cracked or damaged screens. Designed specifically for the Samsung Galaxy A25 5G (A256 / 2023), it ensures a perfect fit and restores your device's functionality. Clear instructions make the repair process straightforward, saving you time and money on professional services.",,,visible,Physical good,,,,Y,N,N,N,94.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
BWFMERZNTLEITJWA65WJLAX6,Samsung Galaxy A3 (A320 / 2017)  Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung Galaxy A3 (A320 / 2017) with our Screen Repair Kit. It includes a high-quality replacement screen, precision tools, and adhesive materials for a seamless repair. Perfect for fixing cracked or unresponsive screens, this kit comes with detailed instructions for an easy repair process, suitable for all skill levels.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,95.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,2,,,,,N
RIV7TJJJ4XHE63R23KAFIRDN,Samsung Galaxy A30s (A305 / 2019) Screen | Repair Kit,Regular,,"<p><em>This comprehensive repair kit includes everything you need to replace the screen on your Samsung Galaxy A30s (A305 / 2019) model. The kit features a high-quality replacement screen to restore your phone&#39;s display to its original clarity and responsiveness. Alongside the screen, you will find all necessary tools and accessories, such as adhesive strips, screwdrivers, and a pry tool, to facilitate a smooth and hassle-free installation. Whether you&#39;re dealing with a cracked screen, unresponsive touch, or display issues, this repair kit is designed to help you bring your device back to optimal performance.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This comprehensive repair kit includes everything you need to replace the screen on your Samsung Galaxy A30s (A305 / 2019) model. The kit features a high-quality replacement screen to restore your phone's display to its original clarity and responsiveness. Alongside the screen, you will find all necessary tools and accessories, such as adhesive strips, screwdrivers, and a pry tool, to facilitate a smooth and hassle-free installation. Whether you're dealing with a cracked screen, unresponsive touch, or display issues, this repair kit is designed to help you bring your device back to optimal performance.",,,visible,Physical good,,,,Y,N,N,N,52.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
IW673WD3HBTCABH6IOKEYT6N,Samsung Galaxy A30s (A307 / 2019) Screen | Repair Kit,Regular,,"<p><em>Restore the vibrant display of your Samsung Galaxy A30s with this comprehensive repair kit. Designed specifically for the A307 model released in 2019, this kit includes a high-quality replacement screen that perfectly matches the original in terms of clarity, touch sensitivity, and durability. The package comes with all the necessary tools and instructions, making it easy for both novices and experienced technicians to complete the repair. With this kit, you can quickly fix your phone&#39;s screen and get back to enjoying its full functionality without the need for a costly professional repair service.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"Restore the vibrant display of your Samsung Galaxy A30s with this comprehensive repair kit. Designed specifically for the A307 model released in 2019, this kit includes a high-quality replacement screen that perfectly matches the original in terms of clarity, touch sensitivity, and durability. The package comes with all the necessary tools and instructions, making it easy for both novices and experienced technicians to complete the repair. With this kit, you can quickly fix your phone's screen and get back to enjoying its full functionality without the need for a costly professional repair service.",,,visible,Physical good,,,,Y,N,N,N,52.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
3U3W2SAAG6F2ZU577525ZGDE,Samsung Galaxy A31 (A315 / 2020) Screen | Repair Kit,Regular,,"<p><em>The &#34;Samsung Galaxy A31 (A315 / 2020) Screen | Repair Kit&#34; includes all the necessary components to replace a damaged or cracked screen on your Samsung Galaxy A31. The kit typically features a high-quality replacement screen, tools for disassembly and installation, and adhesive strips to ensure a secure fit. Ideal for DIY repairs, this kit allows you to restore your device&#39;s display to its original clarity and functionality. Ensure compatibility with the Galaxy A31 model (A315 / 2020) before purchasing.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,53.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
HAXQR4FLLOQRKPM6PSC74OT4,Samsung Galaxy A32 4G (A325 / 2021)  Screen | Repair Kit,Regular,,"<p><em>This screen repair kit is designed specifically for the Samsung Galaxy A32 4G (model A325, released in 2021). It includes all the necessary components to replace a damaged or malfunctioning screen. The kit typically features a high-quality LCD or AMOLED display, adhesive, and tools such as a screwdriver, plastic prying tools, and tweezers. It is a comprehensive solution for DIY repairs, offering a cost-effective way to restore the functionality and appearance of your Samsung Galaxy A32 4G.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This screen repair kit is designed specifically for the Samsung Galaxy A32 4G (model A325, released in 2021). It includes all the necessary components to replace a damaged or malfunctioning screen. The kit typically features a high-quality LCD or AMOLED display, adhesive, and tools such as a screwdriver, plastic prying tools, and tweezers. It is a comprehensive solution for DIY repairs, offering a cost-effective way to restore the functionality and appearance of your Samsung Galaxy A32 4G.",,,visible,Physical good,,,,Y,N,N,N,54.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
S4X5IJWLTQ7W7UHZPURJQQUK,Samsung Galaxy A32 5G (A326 / 2021)  Screen | Repair Kit,Regular,,"<p><em>This comprehensive screen repair kit is designed specifically for the Samsung Galaxy A32 5G (model A326, 2021). It includes everything needed to replace a damaged or cracked screen, including a high-quality replacement display, precision tools for disassembly, adhesive strips, and step-by-step instructions. The kit ensures a seamless repair process, restoring your phone&#39;s display to its original condition with minimal hassle. Ideal for DIY repairs and restoring functionality to your device.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This comprehensive screen repair kit is designed specifically for the Samsung Galaxy A32 5G (model A326, 2021). It includes everything needed to replace a damaged or cracked screen, including a high-quality replacement display, precision tools for disassembly, adhesive strips, and step-by-step instructions. The kit ensures a seamless repair process, restoring your phone's display to its original condition with minimal hassle. Ideal for DIY repairs and restoring functionality to your device.",,,visible,Physical good,,,,Y,N,N,N,49.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
FAMGA7S3UBYESHAL3BB4FVVG,Samsung Galaxy A33 5G (A336 / 2022)  Screen | Repair Kit,Regular,,"<p><em>This screen repair kit is designed specifically for the Samsung Galaxy A33 5G (A336 / 2022). It includes a high-quality replacement screen that restores your device’s display to its original clarity and functionality. The kit comes with all the essential tools and adhesive needed for a successful repair, ensuring a seamless and hassle-free replacement process. Ideal for fixing cracked or damaged screens, this repair kit offers a cost-effective solution to bring your Galaxy A33 5G back to optimal performance.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This screen repair kit is designed specifically for the Samsung Galaxy A33 5G (A336 / 2022). It includes a high-quality replacement screen that restores your device’s display to its original clarity and functionality. The kit comes with all the essential tools and adhesive needed for a successful repair, ensuring a seamless and hassle-free replacement process. Ideal for fixing cracked or damaged screens, this repair kit offers a cost-effective solution to bring your Galaxy A33 5G back to optimal performance.",,,visible,Physical good,,,,Y,N,N,N,77.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
USRZNOL6GKVKFEYHPXCJCDME,Samsung Galaxy A34 5G (A346 / 2023) Screen | Repair Kit,Regular,,"<p><em>This comprehensive repair kit is designed specifically for the Samsung Galaxy A34 5G (model A346, 2023). It includes a high-quality replacement screen to restore your device’s display to its original clarity and functionality. The kit features all necessary tools and components for a smooth and efficient repair process, including precision screwdrivers, adhesive strips, and a suction cup. Whether you&#39;re fixing a cracked screen or replacing a malfunctioning display, this repair kit provides everything needed to get your Samsung Galaxy A34 5G back in working order.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This comprehensive repair kit is designed specifically for the Samsung Galaxy A34 5G (model A346, 2023). It includes a high-quality replacement screen to restore your device’s display to its original clarity and functionality. The kit features all necessary tools and components for a smooth and efficient repair process, including precision screwdrivers, adhesive strips, and a suction cup. Whether you're fixing a cracked screen or replacing a malfunctioning display, this repair kit provides everything needed to get your Samsung Galaxy A34 5G back in working order.",,,visible,Physical good,,,,Y,N,N,N,109.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
EPAWA77HLWCQVW2PWC3ZEXL2,Samsung Galaxy A35 5G (A356 / 2024)Screen | Repair Kit,Regular,,"<p><em>The &#34;Samsung Galaxy A35 5G (A356 / 2024) Screen Repair Kit&#34; is a comprehensive solution for fixing a damaged or broken screen on your Samsung Galaxy A35 5G. This kit typically includes a high-quality replacement screen, tools for safe disassembly and reassembly, adhesive for securing the new screen, and step-by-step instructions to guide you through the repair process. It ensures that your device&#39;s display functions like new, restoring its clarity, responsiveness, and overall appearance. Ideal for DIY repairs, this kit offers a cost-effective alternative to professional screen replacement services.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"The ""Samsung Galaxy A35 5G (A356 / 2024) Screen Repair Kit"" is a comprehensive solution for fixing a damaged or broken screen on your Samsung Galaxy A35 5G. This kit typically includes a high-quality replacement screen, tools for safe disassembly and reassembly, adhesive for securing the new screen, and step-by-step instructions to guide you through the repair process. It ensures that your device's display functions like new, restoring its clarity, responsiveness, and overall appearance. Ideal for DIY repairs, this kit offers a cost-effective alternative to professional screen replacement services.",,,visible,Physical good,,,,Y,N,N,N,106.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
ILCCR556YVRA4VUWVRMLJOU6,Samsung Galaxy A40 (A405 / 2019) Screen | Repair Kit,Regular,,"<p><em>This comprehensive repair kit is designed specifically for the Samsung Galaxy A40 (model A405, 2019). It includes a high-quality replacement screen, essential tools, and adhesive for a seamless repair process. Ideal for fixing cracked or damaged displays, this kit ensures a smooth restoration of your phone&#39;s visual and touch functionality. Whether you&#39;re a DIY enthusiast or a professional technician, this repair kit provides everything you need for a successful screen replacement.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,89.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
67G2THXAE5HLGAFLRVW6NKGS,Samsung Galaxy A41 (A415 / 2020) Screen | Repair Kit,Regular,,"<p><em>This comprehensive repair kit is designed for the Samsung Galaxy A41 (A415 / 2020) and includes everything needed to replace a damaged or cracked screen. The kit features a high-quality, full-screen assembly to restore your device’s display to its original clarity and touch sensitivity. It also comes with essential tools such as screwdrivers, a prying tool, and adhesive strips to facilitate a smooth and efficient repair process. Ideal for DIY enthusiasts and professionals alike, this repair kit ensures your Galaxy A41 will look and function like new.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,95.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
EVR7HRRFQ2NGA4R3QZ2NHWKY,Samsung Galaxy A42 5G (A426 / 2020)  Screen | Repair Kit,Regular,,"<p><em>This repair kit is designed specifically for the Samsung Galaxy A42 5G (A426 / 2020) and includes all necessary components to replace a damaged or malfunctioning screen. The kit typically features a high-quality replacement screen, adhesive strips, a set of precision tools (such as screwdrivers, plastic pry tools, and tweezers), and detailed instructions to guide you through the repair process. Ideal for DIY enthusiasts or technicians, this repair kit ensures a seamless fix for your Galaxy A42 5G, restoring its display to pristine condition.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This repair kit is designed specifically for the Samsung Galaxy A42 5G (A426 / 2020) and includes all necessary components to replace a damaged or malfunctioning screen. The kit typically features a high-quality replacement screen, adhesive strips, a set of precision tools (such as screwdrivers, plastic pry tools, and tweezers), and detailed instructions to guide you through the repair process. Ideal for DIY enthusiasts or technicians, this repair kit ensures a seamless fix for your Galaxy A42 5G, restoring its display to pristine condition.",,,visible,Physical good,,,,Y,N,N,N,76.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
4GKQV22FQJFUCBO6S65SKIUB,Samsung Galaxy A5 (A520 / 2017) Screen | Repair Kit,Regular,,"The Samsung Galaxy A5 (A520 / 2017) Screen Repair Kit is a comprehensive solution designed for replacing a damaged or malfunctioning screen on the Galaxy A5. This kit includes a high-quality replacement screen, along with essential tools and instructions to facilitate a smooth repair process. The screen features vibrant colors and sharp resolution, restoring your device's display to its original clarity. Whether dealing with cracks, dead pixels, or touch responsiveness issues, this repair kit provides everything needed to bring your Samsung Galaxy A5 back to life.",Samsung > Galaxy A,Samsung > Galaxy A,,"The Samsung Galaxy A5 (A520 / 2017) Screen Repair Kit is a comprehensive solution designed for replacing a damaged or malfunctioning screen on the Galaxy A5. This kit includes a high-quality replacement screen, along with essential tools and instructions to facilitate a smooth repair process. The screen features vibrant colors and sharp resolution, restoring your device's display to its original clarity. Whether dealing with cracks, dead pixels, or touch responsiveness issues, this repair kit provides everything needed to bring your Samsung Galaxy A5 back to life.",,,visible,Physical good,,,,Y,N,N,N,61.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
6K4IOFKZMXTVZ3TYOZ75XKYT,Samsung Galaxy A50 (A505 / 2019 Screen | Repair Kit,Regular,,"<p><em>This repair kit is designed for the Samsung Galaxy A50 (model A505, 2019). It includes a high-quality replacement screen, necessary tools, and adhesive strips to help you replace a cracked or damaged display. The kit ensures compatibility with the A50 model and comes with step-by-step instructions to guide you through the repair process. Ideal for DIY enthusiasts and those looking to restore their phone&#39;s functionality and appearance.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This repair kit is designed for the Samsung Galaxy A50 (model A505, 2019). It includes a high-quality replacement screen, necessary tools, and adhesive strips to help you replace a cracked or damaged display. The kit ensures compatibility with the A50 model and comes with step-by-step instructions to guide you through the repair process. Ideal for DIY enthusiasts and those looking to restore their phone's functionality and appearance.",,,visible,Physical good,,,,Y,N,N,N,53.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
IQGHRYLBEJMFUSOOP7DK46DA,Samsung Galaxy A50s (A507 / 2019)  Screen | Repair Kit,Regular,,"<p><em>The Samsung Galaxy A50s (A507 / 2019) Screen Repair Kit includes everything you need to replace a cracked or damaged screen on your Samsung Galaxy A50s. This comprehensive kit typically features a high-quality replacement screen, a set of precision tools for disassembly and reassembly, adhesive strips for securing the new screen, and detailed instructions to guide you through the repair process. Ideal for DIY enthusiasts or technicians, this kit ensures a seamless and cost-effective solution for restoring your device to its original condition.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"The Samsung Galaxy A50s (A507 / 2019) Screen Repair Kit includes everything you need to replace a cracked or damaged screen on your Samsung Galaxy A50s. This comprehensive kit typically features a high-quality replacement screen, a set of precision tools for disassembly and reassembly, adhesive strips for securing the new screen, and detailed instructions to guide you through the repair process. Ideal for DIY enthusiasts or technicians, this kit ensures a seamless and cost-effective solution for restoring your device to its original condition.",,,visible,Physical good,,,,Y,N,N,N,53.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
GNMOXNRKOWD3BLNKK7LEXD7D,Samsung Galaxy A53 5G (A536 / 2022) Screen | Repair Kit,Regular,,"<p><em>The &#34;Samsung Galaxy A53 5G (A536 / 2022) Screen Repair Kit&#34; is a comprehensive package designed for replacing a damaged screen on your Samsung Galaxy A53 5G. This kit includes a high-quality replacement screen, essential tools, and adhesive necessary for a successful repair. With everything you need in one set, you can restore your device to its original condition efficiently. The kit is perfect for DIY enthusiasts and professionals seeking a reliable solution for screen repairs.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"The ""Samsung Galaxy A53 5G (A536 / 2022) Screen Repair Kit"" is a comprehensive package designed for replacing a damaged screen on your Samsung Galaxy A53 5G. This kit includes a high-quality replacement screen, essential tools, and adhesive necessary for a successful repair. With everything you need in one set, you can restore your device to its original condition efficiently. The kit is perfect for DIY enthusiasts and professionals seeking a reliable solution for screen repairs.",,,visible,Physical good,,,,Y,N,N,N,59.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
